t,x,y,z
0,1,0,0
0.1,1.306527618010989,2.511739964121107,0.09985596250326423
0.2,3.9277308322134576,8.43637805797697,1.259660857550216
0.30000000000000004,11.71946742074292,23.060630974948843,11.765555028930045
0.4,19.88434213307813,16.717058253417434,45.74544683823141
0.5,8.055831413611543,-7.479601082741695,35.63895832609754
0.6,-2.1322771866396266,-7.927149020750454,26.00466387109582
0.7,-5.980220288703273,-8.82766706374848,23.09239801180746
0.7999999999999999,-8.656915699429062,-11.222210071033187,24.277895519433144
0.8999999999999999,-10.621367967764657,-11.563023935984413,28.723359780989316
0.9999999999999999,-10.036943271136446,-8.056914002880038,31.21553202304867
1.0999999999999999,-7.6152044050303385,-5.300044611441702,28.869039383496677
1.2,-6.07413890988581,-5.422999850561068,25.134727731543162
1.3,-6.313489095772652,-7.39518884860619,22.620466946040562
1.4000000000000001,-8.0885163059989,-10.415869756848473,22.96292686281442
1.5000000000000002,-10.384196214852528,-12.169509025266475,27.12979191922307
1.6000000000000003,-10.716417948656435,-9.399022294270889,31.305443118688864
1.7000000000000004,-8.361846636307549,-5.591278288465093,30.12851680741236
1.8000000000000005,-6.194266388454476,-4.880310070678869,26.185834567876235
1.9000000000000006,-5.844879011578976,-6.423355795628944,22.903005986739675
2.0000000000000004,-7.241805313650898,-9.375727125180532,22.027009016612073
2.1000000000000005,-9.745884453014177,-12.249409219862464,25.16755350449093
2.2000000000000006,-11.168828373156874,-10.998532698645388,30.62337950630239
2.3000000000000007,-9.350401859154266,-6.394252538754202,31.390608243741593
2.400000000000001,-6.590829493131813,-4.499190549963625,27.57570530501459
2.500000000000001,-5.517196524530306,-5.457670620156861,23.599465705689653
2.600000000000001,-6.3737964653440065,-8.09003949310584,21.519154764928803
2.700000000000001,-8.762543927888142,-11.609031263255414,23.108214715203736
2.800000000000001,-11.170327904268927,-12.478328926975852,28.865961013405972
2.9000000000000012,-10.497693501614467,-7.957547823070384,32.30424910710556
3.0000000000000013,-7.384445521171134,-4.4427628505530175,29.323708845272353
3.1000000000000014,-5.428945834349453,-4.557396067418921,24.783155255754096
3.2000000000000015,-5.575519892495806,-6.677561261243646,21.57811549368156
3.3000000000000016,-7.529140818286224,-10.246642984339664,21.369513808719027
3.4000000000000017,-10.499864821197072,-13.185986420249769,26.03437041759522
3.5000000000000018,-11.505640858265535,-10.343091431090084,32.147316432288456
3.600000000000002,-8.687254790190192,-5.048211061835095,31.350037333412107
3.700000000000002,-5.7313817220080345,-3.8129208505932137,26.538600058379508
3.800000000000002,-4.957730044916386,-5.257534433101069,22.313455260319316
3.900000000000002,-6.2075666943777845,-8.36793379830289,20.34950536153274
4.000000000000002,-9.109602364702717,-12.49872379807935,22.726110859569218
4.100000000000001,-11.811515310372409,-12.959410466288563,29.967669924979226
4.200000000000001,-10.475888502399613,-6.994975750655334,33.19453347508781
4.300000000000001,-6.697415214484807,-3.466402578266667,28.996203985609966
4.4,-4.698847889272644,-3.934928634293707,23.877939750669192
4.5,-4.995840849080449,-6.281495952486312,20.360366835588906
4.6,-7.218714366368834,-10.337679678709584,20.016211326003685
4.699999999999999,-10.768796454402592,-14.14218743576448,25.435977871628996
4.799999999999999,-12.143780246361988,-10.79944021985093,33.169335788946256
4.899999999999999,-8.682290673858997,-4.206957559277664,32.13435780301997
4.999999999999998,-5.117900584178663,-2.838717128318171,26.457614619623612
5.099999999999998,-4.119719910128769,-4.272169780692109,21.5854932366518
5.1999999999999975,-5.2557883895648,-7.358609829633384,18.847480653328855
5.299999999999997,-8.328233952020511,-12.262349890830633,20.324487937044946
5.399999999999997,-12.126663093063687,-14.741469335541929,28.60336635987429
5.4999999999999964,-11.644522722259216,-7.996467075500735,34.76470953975904
5.599999999999996,-6.9546913755339395,-2.5384418172375307,30.445247580686186
5.699999999999996,-3.9996841852006826,-2.521875255954347,24.351453631904608
5.799999999999995,-3.69142209034322,-4.411004185044072,19.737439388781752
5.899999999999995,-5.367890510010459,-8.043969625391647,17.529252407998605
5.999999999999995,-9.091636547022079,-13.68309868231532,20.428603138839094
6.099999999999994,-13.030402437682763,-14.891563960765193,30.894961415453217
6.199999999999994,-11.111233973349506,-5.929694363092832,35.47756100847914
6.299999999999994,-5.748304138110431,-1.4422376785205344,29.36227584899803
6.399999999999993,-3.104298705592072,-1.9555286038442135,23.031315884229905
6.499999999999993,-3.00974680035161,-3.8270421852581267,18.35992859814847
6.5999999999999925,-4.728191587272002,-7.439966073962172,15.921216283856234
6.699999999999992,-8.653078708768412,-13.741381223816338,18.466883830539047
6.799999999999992,-13.499283705890138,-16.433638122676122,30.328152314175266
6.8999999999999915,-11.909443444034169,-6.105039220313543,36.95943530122451
6.999999999999991,-5.5867204580024605,-0.42159079069725003,30.107845450015596
7.099999999999991,-2.3330831899746647,-0.7473726246744108,23.183416116301782
7.19999999999999,-1.7782294158851055,-2.0240865995501314,17.979807029505835
7.29999999999999,-2.6807967835748707,-4.282791869005731,14.361700131755779
7.39999999999999,-5.300217208139426,-9.173133675698075,13.305897413840393
7.499999999999989,-10.693126095449665,-17.256642724549764,19.734477821127413
7.599999999999989,-15.14581755681052,-14.829082662004879,36.30360564224998
7.699999999999989,-9.607056059834882,-0.8674171555331154,36.4559131364862
7.799999999999988,-2.7524912495637324,1.6491107122227318,27.502262252010535
7.899999999999988,-0.15924292133672502,1.1727120479187643,20.91390176634829
7.999999999999988,0.7149864846354803,1.4088123687337477,16.057518245689977
8.099999999999987,1.5755176922464538,2.7665594466409633,12.504578803349743
8.199999999999987,3.4732836437567993,6.343830274336026,10.55723222462657
8.299999999999986,7.97010240207212,14.364333152253284,13.247092261570355
8.399999999999986,15.110528743868054,20.553607896315885,29.919632671264637
8.499999999999986,13.662794786178225,5.317906902792659,40.75339371467457
8.599999999999985,4.535952515995149,-2.417297667430141,30.964892766643576
8.699999999999985,0.15076589019477105,-2.2300594323256098,23.309494552973334
8.799999999999985,-1.4131195487813075,-2.617035178214512,18.012298977456794
8.899999999999984,-2.850342022334651,-4.7796135897081236,14.476883687826668
8.999999999999984,-5.7707180012183095,-9.95430377724605,13.830658519046063
9.099999999999984,-11.3512425152873,-17.762339154653382,21.427308368765352
9.199999999999983,-14.900393478371367,-13.233308080277276,37.21279481057103
9.299999999999983,-8.682447237951607,-0.26625939613909433,35.2078693214553
9.399999999999983,-2.427118956829581,1.4134861896686148,26.554367518971617
9.499999999999982,-0.21214681160704596,0.8946872798173147,20.226245511087555
9.599999999999982,0.49162483508095733,1.0276018480476683,15.508609131376613
9.699999999999982,1.1410080713133082,2.033810537044709,11.986115745396557
9.799999999999981,2.575101187464594,4.768922898752447,9.717175066325474
9.89999999999998,6.152913728284565,11.506398285461902,10.490818329249457
9.99999999999998,13.378320532296023,21.314700967866884,22.974030342200777
10,13.378320532297574,21.31470096786778,22.974030342205154
